GenNHS_ID	GenNHS_Code_Key	GenNHS_Name	OverrideGenNHS_Name	ChemistListPrice_Amt	MoleculeGroup_Name	GenNhsSubGroup_Name	GenNhsSubGroup_ID	EffectiveFromCalendarPeriod_Number	EffectiveToCalendarPeriod_Number	AuditJob_ID	AuditCreate_Date	AuditUpdate_Date	AuditModify_Flag	AuditSource_Code	OverrideGenNHS_Code_Description
1	A100	AMINO AC VIT & MIN NO PHENYL	NULL	523.6058		AMINO AC VIT & MIN NO PHENYL	79	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2	A102	AMINO AC NO PHENYL	NULL	144.6442		AMINO AC NO PHENYL	63	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
3	A103	AMINO AC NO PHENYL FOOD SUPP	NULL	164.6058		AMINO AC NO PHENYL FOOD SUPP	64	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4	A104	AMINO AC VIT & MIN NO PHENYL	NULL	105.4808		AMINO AC VIT & MIN NO PHENYL	79	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5	A105	AMINO AC VIT & MIN NO PHENYL	NULL	161.7788		AMINO AC VIT & MIN NO PHENYL	79	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
6	A126	AMOXYCILLIN	NULL	2.2174	AMOXYCILLIN (INC CLAV)	AMOXYCILLIN	102	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
7	A134	AMYLOBARB SOD	NULL	11.32		AMYLOBARB SOD	108	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
8	A155	AMYLOBARB SOD	NULL	11.32		AMYLOBARB SOD	108	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
9	A400	AMINO AC SYNTHETIC	NULL	42.09	"AMINO ACIDS—SYNTHETIC, FORMULA"	AMINO AC SYNTHETIC	66	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5456	AAVM1	AMINO AC VIT & MIN NO PHENYL	NULL	NULL		AMINO AC VIT & MIN NO PHENYL	79	NULL	NULL	9957041	2016-03-01 00:00:00.000	2016-03-01 19:31:55.243	I	DW	NULL
5457	AAVM2	AMINO AC VIT & MIN NO PHENYL	NULL	NULL		AMINO AC VIT & MIN NO PHENYL	79	NULL	NULL	9957041	2016-03-01 00:00:00.000	2016-03-01 19:31:55.243	I	DW	NULL
5488	AAVM3	AMINO AC VIT & MIN NO PHENYL	NULL	NULL		AMINO AC VIT & MIN NO PHENYL	79	NULL	NULL	10236040	2016-04-01 00:00:00.000	2016-04-01 19:32:39.243	I	DW	NULL
5489	AAVM4	AMINO AC V&M NO M/T/V LOW ISO	NULL	NULL		AMINO AC V&M NO M/T/V LOW ISO	73	NULL	NULL	10236040	2016-04-01 00:00:00.000	2016-04-01 19:32:39.243	I	DW	NULL
5540	AAVM5	AMINO AC CARB VIT NO PHENYL	NULL	NULL		AMINO AC CARB VIT NO PHENYL	1970	NULL	NULL	11020363	2016-07-01 00:00:00.000	2016-07-02 19:33:52.927	U	DW	NULL
5541	AAVM6	AMINO AC FAT CARB VIT NO PHENY	NULL	NULL		AMINO AC FAT CARB VIT NO PHENY	1971	NULL	NULL	11020363	2016-07-01 00:00:00.000	2016-07-02 19:33:52.927	U	DW	NULL
10	AB15	ABSORBENT PADS	NULL	6.62		ABSORBENT PADS	9	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
11	AB56	ABSORBENT PAD PANTS	NULL	3.13		ABSORBENT PAD PANTS	8	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
12	AB57	ABSORBENT PAD PANTS	NULL	3.7509		ABSORBENT PAD PANTS	8	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
13	AB58	ABSORBENT PAD PANTS	NULL	4.3464		ABSORBENT PAD PANTS	8	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
14	ABAC1	ABACAVIR SULPHATE	NULL	282.00	ABACAVIR SULPHATE	ABACAVIR SULPHATE	1	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
15	ABAC2	ABACAVIR SULPHATE	NULL	82.1442	ABACAVIR SULPHATE	ABACAVIR SULPHATE	1	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
16	ABAC3	ABACAVIR/LAMIVUDINE/ZIDOVUDINE	NULL	852.00	ABACAVIR/LAMIVUDINE/ZIDOVUDINE	ABACAVIR/LAMIVUDINE/ZIDOVUDINE	3	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
17	ABAC4	ABACAVIR SULPHATE/LAMIVUDINE	NULL	564.00	ABACAVIR SULPHATE/LAMIVUDINE	ABACAVIR SULPHATE/LAMIVUDINE	2	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
18	ABAT1	ABATACEPT	NULL	504.43	ABATACEPT	ABATACEPT	4	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
19	ABAT2	ABATACEPT	NULL	NULL	ABATACEPT	ABATACEPT	4	NULL	NULL	5700648	2012-04-01 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
20	ABCI1	ABCIXIMAB	NULL	463.6827	ABCIXIMAB	ABCIXIMAB	5	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5072	ABIR1	ABIRATERONE ACETATE	NULL	NULL		ABIRATERONE ACETATE	1911	NULL	NULL	7490471	2013-08-01 00:00:00.000	2015-05-02 19:31:22.887	U	DW	NULL
21	ABSO1	ABSORBENT PADS	NULL	15.44		ABSORBENT PADS	9	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
22	ABSO2	ABSORBENT PADS	NULL	10.64		ABSORBENT PADS	9	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
23	ABSO3	ABSORBENT PADS	NULL	8.51		ABSORBENT PADS	9	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
24	ABSO4	ABSORBENT PADS	NULL	9.73		ABSORBENT PADS	9	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
25	ABSO5	ABSORBENT DISP PANTS	NULL	5.66		ABSORBENT DISP PANTS	7	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
26	ABSO6	ABSORBENT PADS	NULL	5.77		ABSORBENT PADS	9	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
27	AC15	ACETAZOLAMIDE	NULL	50.00	ACETAZOLAMIDE	ACETAZOLAMIDE	12	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
28	AC42	ACETYLCYSTEINE	NULL	27.7017		ACETYLCYSTEINE	14	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
29	ACAM1	ACAMPROSATE	NULL	72.80		ACAMPROSATE	10	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
30	ACAM2	ACAMPROSATE	NULL	145.60	ACAMPROSATE CALCIUM	ACAMPROSATE	10	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
31	ACAR1	ACARBOSE	NULL	21.287	ACARBOSE	ACARBOSE	11	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
32	ACAR2	ACARBOSE	NULL	30.00	ACARBOSE	ACARBOSE	11	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
33	ACE7	ACETAZOLAMIDE	NULL	50.00	ACETAZOLAMIDE	ACETAZOLAMIDE	12	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
5427	ACEF1	ACLIDINIUM/EFORMOTEROL	NULL	NULL		ACLIDINIUM/EFORMOTEROL	1945	NULL	NULL	9220049	2015-12-01 00:00:00.000	2015-12-02 19:31:54.403	U	DW	NULL
34	ACET1	ACETYLCHOLINE	NULL	21.07		ACETYLCHOLINE	13	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
35	ACET2	ACETYLCYSTEINE	NULL	25.5545	ACETYLCYSTEINE	ACETYLCYSTEINE	14	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
36	ACET3	ACETYLCYSTEINE	NULL	268.28		ACETYLCYSTEINE	14	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
37	ACET6	ACETYLCYSTEINE	NULL	80.00		ACETYLCYSTEINE	14	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
38	ACIC1	ACICLOVIR	NULL	99.7273	ACICLOVIR	ACICLOVIR	15	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
39	ACIC12	ACICLOVIR	NULL	54.5091	ACICLOVIR	NULL	NULL	NULL	NULL	122139	2011-04-09 00:00:00.000	2011-04-11 16:13:26.077	U	DW	NULL
40	ACIC2	ACICLOVIR	NULL	157.03	ACICLOVIR	ACICLOVIR	15	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
41	ACIC3	ACICLOVIR	NULL	11.5935	ACICLOVIR	ACICLOVIR	15	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
42	ACIC5	ACICLOVIR	NULL	400.81	ACICLOVIR	ACICLOVIR	15	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
43	ACIC7	ACICLOVIR	NULL	15.922		ACICLOVIR	15	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
44	ACIT1	ACITRETIN	NULL	181.35	ACITRETIN	ACITRETIN	16	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
45	ACIT2	ACITRETIN	NULL	368.79	ACITRETIN	ACITRETIN	16	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
5209	ACLI1	ACLIDINIUM	NULL	NULL		ACLIDINIUM	1871	NULL	NULL	6120385	2014-08-02 00:00:00.000	2014-10-03 19:33:17.180	U	DW	NULL
46	ACM1	ALCLOMETASONE	NULL	9.35		ALCLOMETASONE	28	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
47	ACM2	ALCLOMETASONE	NULL	14.14		ALCLOMETASONE	28	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
48	ACM3	ALCLOMETASONE	NULL	14.14		ALCLOMETASONE	28	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
49	ACY1	ACICLOVIR	NULL	120.8182	ACICLOVIR	ACICLOVIR	15	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
50	ACY3	ACICLOVIR	NULL	23.6609	ACICLOVIR	ACICLOVIR	15	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
51	ACY6	ACICLOVIR	NULL	248.40		ACICLOVIR	15	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
52	ACY8	ACICLOVIR	NULL	27.2636	ACICLOVIR	ACICLOVIR	15	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
53	ACY9	ACICLOVIR	NULL	170.42	ACICLOVIR	ACICLOVIR	15	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
54	ACYA1	ACICLOVIR	NULL	78.5267	ACICLOVIR	ACICLOVIR	15	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
55	ACZ1	ACETAZOLAMIDE	NULL	15.1043	ACETAZOLAMIDE	ACETAZOLAMIDE	12	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
56	ACZ2	ACETAZOLAMIDE	NULL	9.92		ACETAZOLAMIDE	12	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
57	AD11	ADRENALINE	NULL	4.30		ADRENALINE	23	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
58	AD14	ADRENALINE	NULL	4.30		ADRENALINE	23	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
59	AD15	ADRENALINE	NULL	6.2727		ADRENALINE	23	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
60	AD16	ADRENALINE	NULL	9.8727		ADRENALINE	23	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
61	ADAL2	ADALIMUMAB	NULL	1699.9423	ADALIMUMAB	ADALIMUMAB	17	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
62	ADAL3	ADALIMUMAB	NULL	1699.9423	ADALIMUMAB	ADALIMUMAB	17	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
63	ADAL4	ADALIMUMAB	NULL	4959.94	ADALIMUMAB	ADALIMUMAB	17	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
64	ADAL5	ADALIMUMAB	NULL	4959.94	ADALIMUMAB	ADALIMUMAB	17	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
65	ADAL6	ADALIMUMAB	NULL	1630.00	ADALIMUMAB	ADALIMUMAB	17	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
66	ADAL7	ADALIMUMAB (S100)	ADALIMUMAB	1630.00		ADALIMUMAB	17	NULL	NULL	9294771	2011-04-09 00:00:00.000	2015-12-11 19:40:34.743	U	DW	NULL
67	ADAL8	ADALIMUMAB (S100)	ADALIMUMAB	1630.00		ADALIMUMAB	17	NULL	NULL	9294771	2011-04-09 00:00:00.000	2015-12-11 19:40:34.743	U	DW	NULL
5354	ADAL9	ADALIMUMAB	NULL	NULL		ADALIMUMAB	17	NULL	NULL	8226121	2015-08-01 00:00:00.000	2015-08-01 19:31:32.130	I	DW	NULL
68	ADAP3	ADAPALENE	NULL	34.07	ADAPALENE	ADAPALENE	19	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
69	ADAP4	ADAPALENE	NULL	34.07	ADAPALENE	ADAPALENE	19	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
70	ADAP5	ADAPALENE/BENZOYL PEROXIDE	NULL	36.92	ADAPALENE/BENZOYL PEROXIDE	ADAPALENE/BENZOYL PEROXIDE	20	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
5542	ADAP6	ADAPALENE	NULL	NULL		ADAPALENE	19	NULL	NULL	11014249	2016-07-01 00:00:00.000	2016-07-01 19:34:06.133	I	DW	NULL
5543	ADAP7	ADAPALENE	NULL	NULL		ADAPALENE	19	NULL	NULL	11014249	2016-07-01 00:00:00.000	2016-07-01 19:34:06.133	I	DW	NULL
71	ADEF5	ADEFOVIR DIPIVOXIL	NULL	625.00	ADEFOVIR DIPIVOXIL	ADEFOVIR DIPIVOXIL	21	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
72	ADEN2	ADENOSINE	NULL	95.832		ADENOSINE	22	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
73	ADR1	ADRENALINE	NULL	12.1043	ADRENALINE	ADRENALINE	23	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
74	ADRE1	ADRENALINE AUTO-INJECTOR	NULL	90.5273	ADRENALINE	ADRENALINE AUTO-INJECTOR	24	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
75	ADRE2	ADRENALINE AUTO-INJECTOR	NULL	90.5273	ADRENALINE	ADRENALINE AUTO-INJECTOR	24	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
76	ADRE4	ADRENALINE AUTO-INJECTOR	NULL	90.5273	ADRENALINE	ADRENALINE AUTO-INJECTOR	24	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
77	ADRE5	ADRENALINE AUTO-INJECTOR	NULL	90.5273	ADRENALINE	ADRENALINE AUTO-INJECTOR	24	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
5011	AFLI1	AFLIBERCEPT	NULL	NULL	AFLIBERCEPT	AFLIBERCEPT	25	NULL	NULL	5700648	2012-12-01 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
78	AGOM1	AGOMELATINE	NULL	53.00		AGOMELATINE	26	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
79	AL12	ALLOPURINOL	NULL	0.00		ALLOPURINOL	38	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
80	AL13	ALLOPURINOL	NULL	0.00		ALLOPURINOL	38	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
81	AL39	ALUMINIUM HYD & KAOLIN	NULL	6.41		ALUMINIUM HYD & KAOLIN	53	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
82	AL41	ALUMINIUM & MAG HYD 200/200MG	NULL	3.4909	ALUMINIUM	ALUMINIUM & MAG HYD 200/200MG	50	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
83	AL43	ALUMINIUM & MAG HYD	NULL	3.1545	ALUMINIUM	ALUMINIUM & MAG HYD	47	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
84	AL60	ALPRAZOLAM	NULL	2.5826	ALPRAZOLAM	ALPRAZOLAM	41	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
85	AL61	ALPRAZOLAM	NULL	4.1826	ALPRAZOLAM	ALPRAZOLAM	41	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
86	AL62	ALPRAZOLAM	NULL	7.2783	ALPRAZOLAM	ALPRAZOLAM	41	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
87	AL74	ALUMINIUM & MAG HYD 215/80MG	NULL	3.1545		ALUMINIUM & MAG HYD 215/80MG	51	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
88	AL76	ALUMINIUM & MAG HYD 306/97.5MG	NULL	3.1545		ALUMINIUM & MAG HYD 306/97.5MG	52	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
89	AL86	ALUMINIUM & MAG HYD & OXETHAZ	NULL	7.9147		ALUMINIUM & MAG HYD & OXETHAZ	49	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
90	AL87	ALUMINIUM & MAG HYD & MAG TRIS	NULL	3.6091		ALUMINIUM & MAG HYD & MAG TRIS	48	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
91	AL88	ALUMINIUM & MAG HYD & MAG TRIS	NULL	4.9043	ALUMINIUM	ALUMINIUM & MAG HYD & MAG TRIS	48	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
92	AL89	ALUMINIUM MAG SIM	NULL	8.80	ALUMINIUM	ALUMINIUM MAG SIM	55	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
93	ALBE1	ALBENDAZOLE	NULL	162.5727	ALBENDAZOLE	ALBENDAZOLE	27	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
94	ALBE2	ALBENDAZOLE	NULL	121.61		ALBENDAZOLE	27	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
95	ALBE3	ALBENDAZOLE	NULL	23.20	ALBENDAZOLE	ALBENDAZOLE	27	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
96	ALEF1	ALEFACEPT	NULL	5762.89		ALEFACEPT	29	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
97	ALEF2	ALEFACEPT	NULL	5762.89		ALEFACEPT	29	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5301	ALEM1	ALEMTUZUMAB	NULL	NULL		ALEMTUZUMAB	1906	NULL	NULL	7246135	2015-04-01 00:00:00.000	2015-04-02 19:31:50.630	U	DW	NULL
98	ALEN1	ALENDRONATE SODIUM	NULL	113.0818	ALENDRONATE	ALENDRONATE SODIUM	31	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
99	ALEN11	ALENDRONATE SOD/COLECALCIFEROL	NULL	34.24	ALENDRONATE WITH COLECALCIFEROL	ALENDRONATE SOD/COLECALCIFEROL	30	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
100	ALEN14	ALENDRONATE/COLECALCIF/CALCIUM	NULL	34.24	ALENDRONATE/COLECALCIF/CALCIUM	ALENDRONATE/COLECALCIF/CALCIUM	33	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	ALENDRONATE/COLECALCIF/CALCIUM TAB 70MG/140MCG/500MG 1 ALEN14
101	ALEN2	ALENDRONATE SODIUM	NULL	51.8418	ALENDRONATE	ALENDRONATE SODIUM	31	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
102	ALEN3	ALENDRONATE SODIUM	NULL	55.06		ALENDRONATE SODIUM	31	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
103	ALEN4	ALENDRONATE SODIUM ONCE WEEKLY	NULL	34.24	ALENDRONATE SODIUM ONCE WEEKLY	ALENDRONATE SODIUM ONCE WEEKLY	32	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
104	ALEN6	ALENDRONATE SOD/COLECALCIFEROL	NULL	34.24	ALENDRONATE WITH COLECALCIFEROL	ALENDRONATE SOD/COLECALCIFEROL	30	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
105	ALFE1	ALFENTANIL	NULL	125.8267		ALFENTANIL	34	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
106	ALFE2	ALFENTANIL	NULL	24.7831		ALFENTANIL	34	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
107	ALFU1	ALFUZOSIN	NULL	72.71	ALFUZOSIN	ALFUZOSIN	35	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
108	ALFU2	ALFUZOSIN	NULL	44.32	ALFUZOSIN	ALFUZOSIN	35	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
109	ALG7	ALGINIC ACID	NULL	3.88		ALGINIC ACID	36	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
110	ALLA1	ALLANTOIN/SULP/PHENOL/CTS/MTOL	NULL	8.3478		ALLANTOIN/SULP/PHENOL/CTS/MTOL	37	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
111	ALLO1	ALLOPURINOL	NULL	1.7391		ALLOPURINOL	38	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
112	ALLO4	ALLOPURINOL	NULL	0.00		ALLOPURINOL	38	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5166	ALME1	ALOGLIPTIN/METFORMIN HCL	NULL	NULL		ALOGLIPTIN/METFORMIN HCL	40	NULL	NULL	5700648	2014-02-04 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5167	ALME2	ALOGLIPTIN/METFORMIN HCL	NULL	NULL		ALOGLIPTIN/METFORMIN HCL	40	NULL	NULL	5700648	2014-02-04 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5168	ALME3	ALOGLIPTIN/METFORMIN HCL	NULL	NULL		ALOGLIPTIN/METFORMIN HCL	40	NULL	NULL	5700648	2014-02-04 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5125	ALOG1	ALOGLIPTIN	NULL	NULL		ALOGLIPTIN	39	NULL	NULL	5700648	2013-12-02 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5126	ALOG2	ALOGLIPTIN	NULL	NULL		ALOGLIPTIN	39	NULL	NULL	5700648	2013-12-02 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5127	ALOG3	ALOGLIPTIN	NULL	NULL		ALOGLIPTIN	39	NULL	NULL	5700648	2013-12-02 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
113	ALP1	ALLOPURINOL	NULL	2.80	ALLOPURINOL	ALLOPURINOL	38	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
114	ALP3	ALLOPURINOL	NULL	5.00	ALLOPURINOL	ALLOPURINOL	38	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
115	ALPR1	ALPROSTADIL	NULL	46.2727		ALPROSTADIL	43	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
