GenNHS_ID	GenNHS_Code_Key	GenNHS_Name	OverrideGenNHS_Name	ChemistListPrice_Amt	MoleculeGroup_Name	GenNhsSubGroup_Name	GenNhsSubGroup_ID	EffectiveFromCalendarPeriod_Number	EffectiveToCalendarPeriod_Number	AuditJob_ID	AuditCreate_Date	AuditUpdate_Date	AuditModify_Flag	AuditSource_Code	OverrideGenNHS_Code_Description
2126	GL68	GLUCOSE IND BLOOD GLUCOSTX	NULL	17.49	GLUCOSE INDICATOR—BLOOD	GLUCOSE IND BLOOD GLUCOSTX	826	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2127	GL69	GLUCOSE IND BLOOD BM GLYC	NULL	17.49		GLUCOSE IND BLOOD BM GLYC	811	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2128	GL70	GLYCERYL TRINITRATE 25	NULL	18.1739	GLYCERYL TRINITRATE	GLYCERYL TRINITRATE 25	853	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2129	GL75	GLUCAGON	NULL	11.40		GLUCAGON	792	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2130	GL78	GLUCOSE IND BLOOD DEXTROST	NULL	23.89		GLUCOSE IND BLOOD DEXTROST	815	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2131	GL79	GLUCAGON	NULL	32.7053	GLUCAGON	GLUCAGON	792	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2132	GLAT1	GLATIRAMER	NULL	1044.4519		GLATIRAMER	786	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2133	GLAT2	GLATIRAMER	NULL	1044.4519	GLATIRAMER ACETATE	GLATIRAMER	786	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5364	GLAT3	GLATIRAMER	NULL	NULL		GLATIRAMER	786	NULL	NULL	8226121	2015-08-01 00:00:00.000	2015-08-01 19:31:32.130	I	DW	NULL
5265	GLCA1	GLYCINE/CARBOHYDRATE	NULL	NULL		GLYCINE/CARBOHYDRATE	1890	NULL	NULL	6457911	2014-12-01 00:00:00.000	2014-12-02 19:32:58.510	U	DW	NULL
2134	GLCS1	GLUCOSAMINE HYDROCHLORIDE	NULL	14.63	GLUCOSAMINE	GLUCOSAMINE HYDROCHLORIDE	793	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2135	GLI1	GLIPIZIDE	NULL	4.40	GLIPIZIDE	GLIPIZIDE	790	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2136	GLI3	GLIBENCLAMIDE	NULL	3.4545		GLIBENCLAMIDE	787	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2137	GLI6	GLICLAZIDE	NULL	5.8609	GLICLAZIDE	GLICLAZIDE	788	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2138	GLI9	GLIBENCLAMIDE	NULL	4.3217	GLIBENCLAMIDE	GLIBENCLAMIDE	787	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2139	GLIC1	GLICLAZIDE	NULL	6.0261	GLICLAZIDE	GLICLAZIDE	788	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2140	GLIC9	GLICLAZIDE	NULL	7.2435	GLICLAZIDE	GLICLAZIDE	788	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2141	GLIM1	GLIMEPIRIDE	NULL	2.2087	GLIMEPIRIDE	GLIMEPIRIDE	789	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2142	GLIM2	GLIMEPIRIDE	NULL	4.2435	GLIMEPIRIDE	GLIMEPIRIDE	789	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2143	GLIM3	GLIMEPIRIDE	NULL	6.6435	GLIMEPIRIDE	GLIMEPIRIDE	789	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2144	GLIM4	GLIMEPIRIDE	NULL	5.4261	GLIMEPIRIDE	GLIMEPIRIDE	789	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2145	GLOV1	GLOVES PLASTIC	NULL	5.0261		GLOVES PLASTIC	791	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2146	GLOV2	GLOVES PLASTIC	NULL	5.0261		GLOVES PLASTIC	791	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2147	GLOV3	GLOVES PLASTIC	NULL	5.0261		GLOVES PLASTIC	791	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2148	GLP2	GLUCOSE IND BLOOD PEN2	NULL	43.74	GLUCOSE INDICATOR—BLOOD	GLUCOSE IND BLOOD PEN2	835	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2149	GLS1	GLYCEROL	NULL	3.60		GLYCEROL	850	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2150	GLS2	GLYCEROL	NULL	3.7217		GLYCEROL	850	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2151	GLS3	GLYCEROL	NULL	3.8609	GLYCEROL	GLYCEROL	850	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2152	GLU14	GLUCOSE IND BLOOD GLUCOMETER E	NULL	22.0364		GLUCOSE IND BLOOD GLUCOMETER E	825	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2153	GLU16	GLUCOSE	NULL	2.7318		GLUCOSE	794	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2154	GLU2	GLUCOSE IND BLOOD BETACHECK RS	NULL	21.13		GLUCOSE IND BLOOD BETACHECK RS	807	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2155	GLU3	GLUCOSE IND BLOOD RS	NULL	20.3909		GLUCOSE IND BLOOD RS	836	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2156	GLUB1	GLUCOSE IND BLOOD AMES BG	NULL	15.00		GLUCOSE IND BLOOD AMES BG	806	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2157	GLUC1	GLUCOSE IND BLOOD 50	NULL	20.60		GLUCOSE IND BLOOD 50	799	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2158	GLUC10	GLUCOSE IND BLOOD RS	NULL	21.8273		GLUCOSE IND BLOOD RS	836	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2159	GLUC14	GLUCOSE IND BLOOD	NULL	21.1273	GLUCOSE INDICATOR—BLOOD	GLUCOSE IND BLOOD	797	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2160	GLUC22	GLUCOSE IND BLOOD RS	NULL	21.12	GLUCOSE INDICATOR—BLOOD	GLUCOSE IND BLOOD RS	836	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2161	GLUC29	GLUCOSE IND BLOOD	NULL	21.8273		GLUCOSE IND BLOOD	797	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2162	GLUC31	GLUCOSE IND BLOOD OPTIMUM	NULL	42.24	GLUCOSE INDICATOR—BLOOD	GLUCOSE IND BLOOD OPTIMUM	834	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2163	GLUC33	GLUCOSE IND BLOOD GLUCOMEN SEN	NULL	21.1273		GLUCOSE IND BLOOD GLUCOMEN SEN	824	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2164	GLUC36	GLUCOSE IND BLOOD SOFTACT	NULL	42.24	GLUCOSE INDICATOR—BLOOD	GLUCOSE IND BLOOD SOFTACT	838	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2165	GLUC37	GLUCOSE IND BLOOD TRUESENSE	NULL	42.24		GLUCOSE IND BLOOD TRUESENSE	843	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2166	GLUC38	GLUCOSE IND BLOOD  ASCENSIA	NULL	24.4909		GLUCOSE IND BLOOD  ASCENSIA	798	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2167	GLUC39	GLUCOSE IND BLOOD OMNITEST EZ	NULL	21.13		GLUCOSE IND BLOOD OMNITEST EZ	831	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2168	GLUC40	GLUCOSE IND BLOOD ACCUCHEK GO	NULL	21.13	GLUCOSE INDICATOR—BLOOD	GLUCOSE IND BLOOD ACCUCHEK GO	802	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2169	GLUC42	GLUCOSE IND BLOOD GLUCO-DR	NULL	21.13	GLUCOSE INDICATOR—BLOOD	GLUCOSE IND BLOOD GLUCO-DR	823	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2170	GLUC44	GLUCOSE IND BLOOD GLUCOCARE	NULL	21.13		GLUCOSE IND BLOOD GLUCOCARE	822	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2171	GLUC45	GLUCOSE IND BLOOD CARESENS	NULL	21.13	GLUCOSE INDICATOR—BLOOD	GLUCOSE IND BLOOD CARESENS	812	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2172	GLUC46	GLUCOSE IND BLOOD ACCUCHEK INT	NULL	21.13	GLUCOSE INDICATOR—BLOOD	GLUCOSE IND BLOOD ACCUCHEK INT	803	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2173	GLUC47	GLUCOSE IND BLOOD SENSOCARD	NULL	21.13		GLUCOSE IND BLOOD SENSOCARD	837	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2174	GLUC48	GLUCOSE IND BLOOD TRUETRACK	NULL	21.13	GLUCOSE INDICATOR—BLOOD	GLUCOSE IND BLOOD TRUETRACK	844	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2175	GLUC49	GLUCOSE IND BLOOD FREESYTLE P	NULL	21.13	GLUCOSE INDICATOR—BLOOD	GLUCOSE IND BLOOD FREESYTLE P	819	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2176	GLUC51	GLUCOSE IND BLOOD GLUCOCARD 01	NULL	21.13		GLUCOSE IND BLOOD GLUCOCARD 01	821	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2177	GLUC52	GLUCOSE IND BLOOD TOUCH-IN	NULL	21.13		GLUCOSE IND BLOOD TOUCH-IN	840	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2178	GLUC53	GLUCOSE IND BLOOD MWD PEN SENS	NULL	21.13		GLUCOSE IND BLOOD MWD PEN SENS	829	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2179	GLUC54	GLUCOSE IND BLOOD ONMITEST	NULL	21.13		GLUCOSE IND BLOOD ONMITEST	833	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2180	GLUC55	GLUCOSE IND BLOOD ACCUCHEK	NULL	21.13	GLUCOSE INDICATOR—BLOOD	GLUCOSE IND BLOOD ACCUCHEK	800	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2181	GLUC56	GLUCOSE IND BLOOD BETACHECK RS	NULL	21.13		GLUCOSE IND BLOOD BETACHECK RS	807	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2182	GLUC58	GLUCOSE IND BLOOD GLUCOBOY	NULL	21.13		GLUCOSE IND BLOOD GLUCOBOY	820	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2183	GLUC59	GLUCOSE IND BLOOD FREESTYLE LI	NULL	42.24	GLUCOSE INDICATOR—BLOOD	GLUCOSE IND BLOOD FREESTYLE LI	818	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2184	GLUC60	GLUCOSE IND BLOOD ON-CALL	NULL	10.565		GLUCOSE IND BLOOD ON-CALL	832	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2185	GLUC61	GLUCOSE IND BLOOD FREESTYLE	NULL	21.13		GLUCOSE IND BLOOD FREESTYLE	817	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2186	GLUC62	GLUCOSE IND BLOOD MYGLUCOHEALT	NULL	21.13		GLUCOSE IND BLOOD MYGLUCOHEALT	830	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2187	GLUC65	GLUCOSE	NULL	3.00		GLUCOSE	794	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2188	GLUC66	GLUCOSE	NULL	1.9913	GLUCOSE	GLUCOSE	794	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2189	GLUC67	GLUCOSE	NULL	1.9913		GLUCOSE	794	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2190	GLUC68	GLUCOSE IND BLOOD LIFELINE	NULL	21.13		GLUCOSE IND BLOOD LIFELINE	828	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2191	GLUC69	GLUCOSE IND BLOOD ACCUCHEK	NULL	42.24		GLUCOSE IND BLOOD ACCUCHEK	800	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2192	GLUC70	GLUCOSE IND BLOOD BIONIME	NULL	21.13		GLUCOSE IND BLOOD BIONIME	809	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2193	GLUC71	GLUCOSE IND BLOOD ACCUCHEK MOB	NULL	21.13		GLUCOSE IND BLOOD ACCUCHEK MOB	804	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2194	GLUC72	GLUCOSE IND BLOOD WAVESENSE	NULL	21.13		GLUCOSE IND BLOOD WAVESENSE	846	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2195	GLUC77	GLUCOSE IND BLOOD ACCUCHEK MOB	NULL	42.24		GLUCOSE IND BLOOD ACCUCHEK MOB	804	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2196	GLUC80	GLUCOSE IND BLOOD CARESENS N	NULL	21.13		GLUCOSE IND BLOOD CARESENS N	813	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2197	GLUC82	GLUCOSE IND BLOOD RS	NULL	42.24	GLUCOSE INDICATOR—BLOOD	GLUCOSE IND BLOOD RS	836	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2198	GLUC83	GLUCOSE IND BLOOD ACCUCHEK ADV	NULL	42.24		GLUCOSE IND BLOOD ACCUCHEK ADV	801	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2199	GLUC84	GLUCOSE IND BLOOD RS	NULL	NULL		GLUCOSE IND BLOOD RS	836	NULL	NULL	5700648	2012-01-01 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5292	GLUC85	GLUCOSE IND BLOOD STRIP	NULL	NULL		GLUCOSE IND BLOOD STRIP	839	NULL	NULL	7031693	2015-03-01 00:00:00.000	2015-03-01 19:31:36.880	I	DW	NULL
5293	GLUC86	GLUCOSE IND BLOOD STRIP	NULL	NULL		GLUCOSE IND BLOOD STRIP	839	NULL	NULL	7031693	2015-03-01 00:00:00.000	2015-03-01 19:31:36.880	I	DW	NULL
5294	GLUC87	GLUCOSE IND BLOOD STRIP	NULL	NULL		GLUCOSE IND BLOOD STRIP	839	NULL	NULL	7031693	2015-03-01 00:00:00.000	2015-03-01 19:31:36.880	I	DW	NULL
5365	GLUC88	GLUCOSE IND BLOOD BETACHECK RS	NULL	NULL		GLUCOSE IND BLOOD BETACHECK RS	807	NULL	NULL	8226121	2015-08-01 00:00:00.000	2015-08-01 19:31:32.130	I	DW	NULL
2200	GLUG7	GLUCOSE IND BLOOD ADVANTAGE II	NULL	21.13	GLUCOSE INDICATOR—BLOOD	GLUCOSE IND BLOOD ADVANTAGE II	805	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2201	GLY5	GLYCERYL TRINITRATE	NULL	11.9636		GLYCERYL TRINITRATE	851	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2202	GLY6	GLYCERYL TRINITRATE 50	NULL	23.8174	GLYCERYL TRINITRATE	GLYCERYL TRINITRATE 50	854	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2203	GLYC10	GLYCERYL TRINITRATE	NULL	23.8174	GLYCERYL TRINITRATE	GLYCERYL TRINITRATE	851	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2204	GLYC12	GLYCERYL TRINITRATE PUMP	NULL	11.9217	GLYCERYL TRINITRATE	GLYCERYL TRINITRATE PUMP	855	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2205	GLYC14	GLYCEROL	NULL	3.8609		GLYCEROL	850	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5081	GLYC16	GLYCOMACROPEPTIDE+AA+VIT+MINS	NULL	NULL		GLYCOMACROPEPTIDE+AA+VIT+MINS	856	NULL	NULL	5700648	2013-08-01 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5082	GLYC17	GLYCOMACROPEPTIDE+AA+VITAMINS	NULL	NULL		GLYCOMACROPEPTIDE+AA+VITAMINS	857	NULL	NULL	5700648	2013-08-01 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5083	GLYC18	GLYCOMACROPEPTIDE+AMINO ACIDS	NULL	NULL		GLYCOMACROPEPTIDE+AMINO ACIDS	858	NULL	NULL	5700648	2013-08-01 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5084	GLYC19	GLYCOMACROPEPTIDE+AA+VIT+MINS	NULL	NULL		GLYCOMACROPEPTIDE+AA+VIT+MINS	856	NULL	NULL	5700648	2013-08-01 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2206	GLYC2	GLYCERYL TRINITRATE	NULL	18.1739	GLYCERYL TRINITRATE	GLYCERYL TRINITRATE	851	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5116	GLYC20	GLYCOPYRRONIUM BR	NULL	NULL		GLYCOPYRRONIUM BR	860	NULL	NULL	5700648	2013-11-02 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5467	GLYC21	GLYCOMACROPEPTIDE+AA+VITAMINS	NULL	NULL		GLYCOMACROPEPTIDE+AA+VITAMINS	857	NULL	NULL	9957041	2016-03-01 00:00:00.000	2016-03-01 19:31:55.243	I	DW	NULL
2207	GLYC3	GLYCERYL TRINITRATE	NULL	23.8174	GLYCERYL TRINITRATE	GLYCERYL TRINITRATE	851	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2208	GLYC4	GLYCERYL TRINITRATE	NULL	21.55		GLYCERYL TRINITRATE	851	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2209	GLYC5	GLYCERYL TRINITRATE	NULL	23.8174	GLYCERYL TRINITRATE	GLYCERYL TRINITRATE	851	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2210	GLYC6	GLYCERYL TRINITRATE	NULL	18.1739	GLYCERYL TRINITRATE	GLYCERYL TRINITRATE	851	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2211	GLYC7	GLYCERYL TRINITRATE	NULL	23.8174	GLYCERYL TRINITRATE	GLYCERYL TRINITRATE	851	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2212	GLYC8	GLYCOPYRROLATE	NULL	29.20	GLYCOPYRROLATE	GLYCOPYRROLATE	859	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
2213	GLYC9	GLYCOPYRROLATE	NULL	61.041		GLYCOPYRROLATE	859	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
2214	GOLI1	GOLIMUMAB	NULL	1702.7596	GOLIMUMAB	GOLIMUMAB	861	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2215	GOLI2	GOLIMUMAB	NULL	1702.7596	GOLIMUMAB	GOLIMUMAB	861	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5343	GOME1	GONADOTROPHIN-MENOPAUSAL HUMAN	NULL	NULL		GONADOTROPHIN-MENOPAUSAL HUMAN	1919	NULL	NULL	7976771	2015-07-01 00:00:00.000	2015-07-02 19:32:42.070	U	DW	NULL
5344	GOME2	GONADOTROPHIN-MENOPAUSAL HUMAN	NULL	NULL		GONADOTROPHIN-MENOPAUSAL HUMAN	1919	NULL	NULL	7976771	2015-07-01 00:00:00.000	2015-07-02 19:32:42.070	U	DW	NULL
2216	GOS1	GOSERELIN ACETATE	NULL	308.58	GOSERELIN ACETATE	GOSERELIN ACETATE	862	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2217	GOSE1	GOSERELIN ACETATE	NULL	1059.9423	GOSERELIN ACETATE	GOSERELIN ACETATE	862	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2218	GOSE2	GOSERELIN ACETATE/BICALUTAMIDE	NULL	452.8365	GOSERELIN ACETATE/BICALUTAMIDE	GOSERELIN ACETATE/BICALUTAMIDE	863	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2219	GOSE3	GOSERELIN ACETATE/BICALUTAMIDE	NULL	1194.1058	GOSERELIN ACETATE/BICALUTAMIDE	GOSERELIN ACETATE/BICALUTAMIDE	863	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2220	GOSE4	GOSERELIN ACETATE/BICALUTAMIDE	NULL	1462.4519	GOSERELIN ACETATE/BICALUTAMIDE	GOSERELIN ACETATE/BICALUTAMIDE	863	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2221	GRAN5	GRANISETRON	NULL	23.8909	GRANISETRON	GRANISETRON	864	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2222	GRAN6	GRANISETRON HCL	NULL	27.3304	GRANISETRON HCL	GRANISETRON HCL	865	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2223	GRAN7	GRANISETRON	NULL	119.4727	GRANISETRON	GRANISETRON	864	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2224	GRAN8	GRANISETRON HCL	NULL	96.81		GRANISETRON HCL	865	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2225	GREP1	GREPAFLOXACIN	NULL	55.00		GREPAFLOXACIN	866	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2226	GREP2	GREPAFLOXACIN	NULL	43.29		GREPAFLOXACIN	866	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2227	GRI1	GRISEOFULVIN	NULL	16.913	GRISEOFULVIN	GRISEOFULVIN	867	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2228	GRI2	GRISEOFULVIN	NULL	11.1818	GRISEOFULVIN	GRISEOFULVIN	867	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2229	GRI8	GRISEOFULVIN	NULL	11.9909		GRISEOFULVIN	867	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2230	GTK1	GLUCOSE & KETONE	NULL	4.7304		GLUCOSE & KETONE	795	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2231	GTN1	GLYCERYL TRINITRATE	NULL	29.04		GLYCERYL TRINITRATE	851	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2232	GTNT1	GLYCERYL TRINITRATE	NULL	7.313	GLYCERYL TRINITRATE	GLYCERYL TRINITRATE	851	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2233	GTNT2	GLYCERYL TRINITRATE (LM)	NULL	23.5636		GLYCERYL TRINITRATE (LM)	852	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2234	GUAN1	GUANETHIDINE	NULL	324.00		GUANETHIDINE	868	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
2235	H134	HYDROXYZINE	NULL	8.63		HYDROXYZINE	912	NULL	NULL	5695167	2011-04-09 00:00:00.000	2014-07-24 14:22:44.980	U	DW	NULL
